mode,graph,graph_nr,layers,nodes,edges,source_nodes,sink_nodes,diameter,density,average_shortest_path_length,eccentricity_mean,eccentricity_var,eccentricity_std,degree_mean,degree_var,degree_std,closeness_mean,closeness_var,closeness_std,nodes_betweenness_mean,nodes_betweenness_var,nodes_betweenness_std,edge_betweenness_mean,edge_betweenness_var,edge_betweenness_std,test_acc,test_loss,time
GRU,barabasi_albert,20,6,26,48,2,5,4,0.07384615384615385,2.2953846153846156,3.5,0.26,0.5099019513592785,0.1476923076923077,0.01097846153846154,0.10477815391798778,0.44385734236720387,0.004217212035447249,0.06494006494797529,0.05397435897435897,0.0074915895281594735,0.08655396887583766,0.04782051282051282,0.00028462071333585634,0.016870705774681045,0.89216,12.761722773313522,1585.5284813791513
GRU,barabasi_albert,21,6,29,54,2,5,4,0.0665024630541872,2.3891625615763545,3.6551724137931036,0.23399014778325122,0.4837252813149745,0.13300492610837436,0.007552528400522769,0.08690528407710758,0.42770292172063135,0.004420570846573785,0.06648737358757514,0.05145046524356869,0.005494999173973308,0.07412826164138282,0.044243751140302864,0.0002341278419931466,0.01530123661646818,0.95312,6.444395869970322,1547.8364568292163
GRU,barabasi_albert,22,9,26,48,2,2,4,0.07384615384615385,2.2646153846153845,3.3846153846153846,0.24615384615384617,0.4961389383568338,0.14769230769230768,0.011618461538461538,0.10778896761014801,0.45065953245065604,0.004852985252237845,0.06966337095086517,0.05269230769230769,0.008947792402659067,0.09459277140806832,0.04717948717948718,0.0004204296165736428,0.02050438042403727,0.8744,14.616872429847717,2873.9840656151064
GRU,barabasi_albert,23,11,43,156,4,3,3,0.08637873754152824,2.018826135105205,2.953488372093023,0.04540420819490587,0.21308263231644636,0.17275747508305647,0.01104343546204011,0.10508775124647073,0.5012609215986898,0.0033436456578422725,0.05782426530309116,0.02484941792939524,0.0014521679263565493,0.03810732116479128,0.012941193173751312,1.8313786311323862e-05,0.004279460983736604,0.9976,0.5316779080312699,5206.904538756236
GRU,barabasi_albert,24,6,24,44,2,4,4,0.07971014492753623,2.217391304347826,3.2083333333333335,0.25905797101449274,0.5089773777040515,0.15942028985507245,0.01375304786170242,0.11727338940144273,0.4602653201051402,0.005035233632584186,0.07095938015924452,0.05533596837944664,0.008364010184983244,0.09145496260446037,0.05039525691699605,0.00044253893868547383,0.0210366094864518,0.95616,6.057789787650108,1922.3677627746947
GRU,barabasi_albert,25,8,20,36,2,3,4,0.09473684210526316,2.231578947368421,3.4,0.25263157894736843,0.5026246899500346,0.1894736842105263,0.011488555182971276,0.10718467793006273,0.4576549262721372,0.005239543287598868,0.07238468959385588,0.06842105263157894,0.009767097828471637,0.09882862858742722,0.061988304093567245,0.0009189289012003693,0.03031384009327042,0.94032,8.744828447699547,2503.4434983581305
GRU,barabasi_albert,26,16,40,144,4,1,3,0.09230769230769231,1.991025641025641,2.95,0.04871794871794872,0.22072142786315224,0.1846153846153846,0.00934607798513124,0.0966751156458126,0.5075768910128508,0.0029686549317687635,0.05448536438135257,0.026079622132253708,0.0010148749925401974,0.03185710270159855,0.01382656695156695,1.4831608668263665e-05,0.0038511827622515742,0.97344,4.8610517755150795,7810.738635899033
GRU,barabasi_albert,27,7,28,52,2,1,4,0.06878306878306878,2.1904761904761907,3.0357142857142856,0.1097883597883598,0.33134326579600165,0.13756613756613756,0.015633505345439502,0.12503401675320003,0.46496935235542197,0.0049540391870649715,0.07038493579641152,0.045787545787545784,0.009159522925072262,0.0957053965305628,0.04212454212454212,0.0002909740449941715,0.017057961337574062,0.89328,13.532326489686966,2130.8718710169196
GRU,barabasi_albert,28,6,26,48,2,1,4,0.07384615384615385,2.2153846153846155,3.1153846153846154,0.18615384615384614,0.43145549730400484,0.1476923076923077,0.012386461538461539,0.11129448116803249,0.45901874291039124,0.004398791907300227,0.06632338884059097,0.05064102564102564,0.008612089385526291,0.09280134366228913,0.046153846153846156,0.00037157109084768664,0.019276179363340824,0.9944,2.3193360194563866,1703.3842765688896
GRU,barabasi_albert,29,5,17,16,1,3,7,0.058823529411764705,3.338235294117647,5.705882352941177,0.9705882352941176,0.985184366143778,0.11764705882352941,0.007755055147058824,0.08806279093384915,0.3113613363589655,0.004315248204373117,0.06569054882076353,0.15588235294117647,0.0594250408496732,0.2437725186514534,0.20863970588235292,0.023045523356401382,0.15180752075046014,0.89632,13.402723133563995,730.8821885278448
GRU,barabasi_albert,30,4,11,10,1,1,3,0.09090909090909091,1.9636363636363636,2.8181818181818183,0.16363636363636364,0.40451991747794525,0.18181818181818182,0.057636363636363645,0.24007574562284223,0.5304560759106214,0.017704233437321897,0.13305725623701212,0.10707070707070708,0.08699438832772168,0.29494811124623543,0.19636363636363638,0.0021157024793388426,0.04599676596608551,0.8864,14.44446386396885,613.3020000993274
GRU,barabasi_albert,31,3,12,11,1,4,3,0.08333333333333333,2.196969696969697,2.8333333333333335,0.1515151515151515,0.38924947208076144,0.16666666666666669,0.032807412972702225,0.18112816725374942,0.47083514887436456,0.011068839303654973,0.1052085514758899,0.11969696969696969,0.07996744302529427,0.2827851534739656,0.1997245179063361,0.012021036814425241,0.10964048893736858,0.86384,15.099396124482155,518.4653992070816
GRU,barabasi_albert,32,9,30,81,3,1,4,0.09310344827586207,2.0597701149425287,3,0.13793103448275862,0.3713906763541037,0.18620689655172415,0.011775800565828857,0.10851636082097878,0.49304787042584886,0.004323631025504136,0.06575432324573142,0.03784893267651888,0.003171514144527883,0.056316197887711514,0.025429260678302822,9.274881578704767e-05,0.009630618660659743,0.96928,5.280071083456278,3632.081680886913
GRU,barabasi_albert,33,6,17,16,1,4,6,0.058823529411764705,3.3088235294117645,5.117647058823529,0.8602941176470589,0.9275204136012635,0.11764705882352941,0.007755055147058824,0.08806279093384915,0.31276292889760815,0.0040457901888633335,0.06360652630715918,0.153921568627451,0.06010518790849673,0.24516359417437314,0.20680147058823528,0.02345642301038062,0.15315489874757718,0.86864,14.653687581419945,855.788816860877
GRU,barabasi_albert,34,10,41,148,4,5,4,0.09024390243902439,2.021951219512195,3.024390243902439,0.174390243902439,0.41760057938470224,0.1804878048780488,0.011922256097560978,0.10918908415020696,0.5016663333136054,0.00400727242383905,0.06330302065335469,0.02620387742338962,0.0016243138080192195,0.04030277667877512,0.013661832564271588,2.9973606876082264e-05,0.005474815693343682,0.97392,4.553692001849413,4933.888471757993
GRU,barabasi_albert,35,12,49,180,4,5,4,0.07653061224489796,2.1020408163265305,3.0408163265306123,0.16496598639455784,0.4061600502198091,0.15306122448979592,0.008075647793839758,0.08986460812711397,0.48203282581436013,0.0033418237251219922,0.05780850910654929,0.02344767694311767,0.0009402998626083614,0.030664309263512872,0.011678004535147392,1.5303184916643076e-05,0.003911928541863089,0.99904,0.24042592127807438,6613.999238917138
GRU,barabasi_albert,36,12,45,164,4,1,3,0.08282828282828283,2.0424242424242425,2.911111111111111,0.08282828282828283,0.2877990320141519,0.16565656565656567,0.009359086735119794,0.09674237300748723,0.49531370194841207,0.003232699327727163,0.056856831847432045,0.024242424242424246,0.0011875138784268402,0.03446032324901843,0.01245380635624538,1.7429016721188184e-05,0.004174807387315993,0.98928,2.789641235023737,5352.198374106083
GRU,barabasi_albert,37,5,17,16,1,1,5,0.058823529411764705,2.5588235294117645,4.117647058823529,0.3602941176470588,0.600245047998781,0.11764705882352941,0.01849724264705882,0.1360045684786317,0.40936032479090656,0.009383626492104604,0.0968691204259882,0.10392156862745097,0.053204146241830064,0.23066023983736353,0.15992647058823528,0.0055903979238754314,0.07476896364050682,0.8752,15.159105822443962,823.2012439533137
GRU,barabasi_albert,38,7,23,42,2,1,4,0.08300395256916997,2.2648221343873516,3.347826086956522,0.23715415019762845,0.48698475355767396,0.16600790513833993,0.007251821121745663,0.08515762515327481,0.4480359908646253,0.0031962172639852134,0.05653509762957178,0.060229625447016745,0.00456292699512589,0.06754944111631042,0.05392433653303218,0.00025481324015562146,0.015962870674024188,0.95552,6.424563676118851,1817.3815401056781
GRU,barabasi_albert,39,11,32,87,3,2,4,0.08770161290322581,2.0786290322580645,3.125,0.11290322580645161,0.3360107525161235,0.1754032258064516,0.012214259340069148,0.11051814032125744,0.4885324821203912,0.004150896070874449,0.06442744811704441,0.03595430107526881,0.003861041159149535,0.062137276727818824,0.023892287727104188,0.00010473013019305384,0.010233773995601712,0.984,2.120170217938721,4133.103878765367
GRU,barabasi_albert,40,4,17,16,1,4,5,0.058823529411764705,2.7058823529411766,4.176470588235294,0.40441176470588236,0.6359337738364604,0.11764705882352941,0.012637867647058824,0.11241827096632835,0.3859322093501274,0.008005480921869246,0.08947335313862584,0.11372549019607843,0.05288143382352941,0.22995963520481025,0.16911764705882354,0.008708189158016147,0.09331767870031994,0.90448,11.184444911777973,628.4673287887126
GRU,barabasi_albert,41,6,29,54,2,1,4,0.0665024630541872,2.3448275862068964,3.4482758620689653,0.2561576354679803,0.5061201788784758,0.13300492610837436,0.009010254348044635,0.09492235957899822,0.434548710125545,0.00417944947999123,0.06464866185769996,0.04980842911877394,0.006225396826724104,0.07890118393740429,0.04342273307790549,0.00025021135536985027,0.01581807053245908,0.9568,6.598001070320606,1869.7019434059039
GRU,barabasi_albert,42,4,14,13,1,3,5,0.07142857142857142,2.67032967032967,4.142857142857143,0.43956043956043955,0.6629935441317959,0.14285714285714288,0.015345601144417713,0.12387736332525694,0.38866641916232103,0.007156675157860736,0.08459713445419258,0.1391941391941392,0.06725982761485719,0.259344997281338,0.2054099746407439,0.017356692335559625,0.13174480003233383,0.90912,11.17448590695858,686.2153908880427
GRU,barabasi_albert,43,9,30,81,3,1,3,0.09310344827586207,2.039080459770115,2.9,0.09310344827586207,0.30512857662936466,0.18620689655172412,0.014891959489933987,0.12203261650040119,0.49902053568026394,0.005031078891348737,0.07093009862779508,0.03711001642036125,0.004082889467378697,0.063897491870798,0.025173832836668086,0.00010064885709083903,0.01003239039764896,0.96192,5.147814659401774,3587.9756280630827
GRU,barabasi_albert,44,9,32,87,3,1,4,0.08770161290322581,2.125,3.1875,0.2217741935483871,0.47092907485988494,0.1754032258064516,0.011140109429022186,0.10554671680835073,0.4792891392506001,0.004673304379763465,0.06836157092814256,0.0375,0.0025418939531206557,0.050417198981306525,0.024425287356321837,5.390781795834411e-05,0.007342194355800186,0.964,4.9126967284828424,3124.5926099899225
GRU,barabasi_albert,45,12,39,108,3,2,4,0.0728744939271255,2.1700404858299596,3.1538461538461537,0.1862348178137652,0.4315493225736372,0.145748987854251,0.009653234941177789,0.09825087755932661,0.46800829306300995,0.0038915634918512488,0.06238239729163387,0.03162271583324215,0.0029378044003291843,0.054201516586984765,0.02009296746138851,6.748818144870104e-05,0.008215119076964194,0.99792,0.6197725120000541,4708.598071862012
GRU,barabasi_albert,46,8,29,54,2,4,5,0.0665024630541872,2.4285714285714284,3.8620689655172415,0.2660098522167488,0.5157614295551275,0.1330049261083744,0.008281391374283702,0.09100215038274481,0.41967170506783985,0.0037108585753964965,0.06091681685213449,0.05291005291005291,0.005573364431126404,0.07465496923263985,0.04497354497354498,0.00031321130990473174,0.01769777697635304,0.89344,12.909493029117584,2419.0014946558513
GRU,barabasi_albert,47,11,38,105,3,1,4,0.07467994310099574,2.217638691322902,3.3421052631578947,0.23115220483641538,0.4807829082199318,0.14935988620199148,0.006820399269747623,0.08258570862896088,0.4580940628664913,0.00360903118886892,0.060075212765906376,0.033823296981191714,0.0017264060314771503,0.041550042496694875,0.02112036848878954,4.864889643717945e-05,0.0069748760875860336,0.9608,6.077257137745619,4897.493777914904
GRU,barabasi_albert,48,4,16,15,1,3,4,0.0625,2.183333333333333,3.125,0.25,0.5,0.125,0.03370370370370371,0.18358568490953675,0.4757339015151515,0.011923799575357004,0.10919615183401384,0.08452380952380953,0.059656840513983386,0.24424749848050314,0.14555555555555555,0.0032427248677248683,0.05694492837579891,0.88992,13.178184568881989,588.7549561723135
GRU,barabasi_albert,49,12,47,172,4,1,3,0.07955596669750231,2.076780758556892,2.9361702127659575,0.06105457909343201,0.24709224814516542,0.15911193339500462,0.009248507910304992,0.09616916299056051,0.487476415606097,0.0033434103629792888,0.05782223069874846,0.02392846130126426,0.0013532818076615579,0.03678697877865968,0.012074306735795882,1.8918463575156155e-05,0.004349536018376691,0.9664,5.5052382200956345,6522.028022592887
GRU,barabasi_albert,50,6,25,46,2,3,4,0.07666666666666666,2.26,3.4,0.25,0.5,0.15333333333333332,0.009942129629629629,0.09971022830998648,0.45071366106968086,0.004141660490315871,0.06435573393502611,0.05478260869565217,0.006342263844166711,0.0796383315003944,0.0491304347826087,0.0002530977399287582,0.015909045852242624,0.9008,12.41563168168068,2039.6830548997968
GRU,barabasi_albert,51,11,42,152,4,3,3,0.08826945412311266,1.9930313588850175,2.9285714285714284,0.06794425087108014,0.26066118021500656,0.17653890824622534,0.011863133843372089,0.10891801431981804,0.507848308388723,0.0035969491498788844,0.05997457086031449,0.024825783972125436,0.002016459134594652,0.04490500122029451,0.01311204841371722,2.9692510960815044e-05,0.005449083497324577,0.99056,1.478432617150247,5921.996844543144
GRU,barabasi_albert,52,6,15,14,1,2,5,0.06666666666666667,2.6666666666666665,4.133333333333334,0.4095238095238095,0.6399404734221844,0.13333333333333333,0.016666666666666666,0.12909944487358055,0.3931949579098141,0.008727420309386471,0.09342066318211657,0.12820512820512822,0.058751818563435525,0.2423877442517165,0.1904761904761905,0.0095447409733124,0.09769719020172689,0.85824,15.280793756246567,1100.0564520088956
GRU,barabasi_albert,53,10,46,168,4,2,4,0.08115942028985507,2.0502415458937198,3,0.08888888888888889,0.29814239699997197,0.16231884057971016,0.009829784696129303,0.09914527066950447,0.49378763448708385,0.0033980874487666273,0.05829311664996672,0.023869126043039087,0.0015919572941552143,0.03989933952028798,0.012203818725557855,2.2839070126874613e-05,0.004779023972201292,0.99872,1.0357762994244695,4955.794289133977
GRU,barabasi_albert,54,6,28,52,2,4,5,0.06878306878306878,2.4153439153439153,3.8214285714285716,0.3002645502645503,0.5479640045336466,0.13756613756613756,0.008114326358496453,0.09007955571880033,0.4220446855041864,0.0037994693685603617,0.06163983589011542,0.05443630443630444,0.005956563871650467,0.07717877863538958,0.046448921448921446,0.000309790601939999,0.017600869351824613,0.91952,9.891804210841656,2003.4137215716764
GRU,barabasi_albert,55,11,49,180,4,3,3,0.07653061224489796,2.0654761904761907,2.9591836734693877,0.039965986394557826,0.19991494790174602,0.15306122448979592,0.008672435988284202,0.09312591469770486,0.48985650589628976,0.0031066336575367795,0.05573718379624844,0.022669706180344477,0.0010292854066609864,0.03208247818764919,0.011474867724867723,1.2518204805660318e-05,0.0035381075175381993,0.97936,3.151403348892927,5820.278619373217
GRU,barabasi_albert,56,4,15,14,1,3,4,0.06666666666666667,2.4952380952380953,3.3333333333333335,0.38095238095238093,0.6172133998483676,0.13333333333333333,0.018124392614188533,0.13462686438519073,0.4183248253140726,0.009781053670631609,0.09889920965625362,0.11501831501831503,0.05937631180959282,0.24367255038184504,0.17823129251700684,0.007122673245122226,0.08439593144886919,0.8768,14.466889634728432,643.3298801868223
GRU,barabasi_albert,57,4,13,12,1,1,5,0.07692307692307693,2.769230769230769,4.3076923076923075,0.5641025641025641,0.7510676161988108,0.15384615384615383,0.011396011396011393,0.10675210253672474,0.3790599929080037,0.0084943614220685,0.09216486001762549,0.16083916083916086,0.06165972075062985,0.24831375465452946,0.23076923076923078,0.011475703783396088,0.1071247113573525,0.8048,20.38333487510681,617.1932160109282
