mode,graph,graph_nr,layers,nodes,edges,source_nodes,sink_nodes,diameter,density,average_shortest_path_length,eccentricity_mean,eccentricity_var,eccentricity_std,degree_mean,degree_var,degree_std,closeness_mean,closeness_var,closeness_std,nodes_betweenness_mean,nodes_betweenness_var,nodes_betweenness_std,edge_betweenness_mean,edge_betweenness_var,edge_betweenness_std,test_acc,test_loss,time
RNN_RELU,barabasi_albert,24,6,19,18,1,2,7,0.05263157894736842,3.391812865497076,5.631578947368421,0.9122807017543859,0.9551338658818386,0.10526315789473684,0.005793805501407841,0.07611705131839935,0.3077740245605469,0.004581421962955658,0.06768620216082195,0.14069487444100448,0.051022011576993806,0.22588052500601685,0.18843404808317088,0.018199890788138152,0.13490697086562337,0.49424,33.964274883270264,566.1350400489755
RNN_RELU,barabasi_albert,25,14,36,99,3,1,4,0.07857142857142857,2.1476190476190475,3.1666666666666665,0.14285714285714285,0.3779644730092272,0.15714285714285714,0.00939941690962099,0.0969505900426655,0.4723176180345369,0.0036255784251049725,0.060212776261396324,0.03375350140056022,0.003537439526686253,0.05947637788808472,0.021693121693121695,0.00010085217773054818,0.010042518495404834,0.49424,33.9662960767746,3538.5905341079924
RNN_RELU,barabasi_albert,26,12,49,180,4,1,3,0.07653061224489796,2.0595238095238093,2.938775510204082,0.058673469387755105,0.24222607082590245,0.1530612244897959,0.009576660525321239,0.09786041347409706,0.49116633675751664,0.003172162215664942,0.056321951454694305,0.02254305977710233,0.0013757841908089426,0.03709156495497248,0.01144179894179894,1.9584871192531707e-05,0.004425479769757366,0.49424,33.96556532382965,3388.441969315987
RNN_RELU,barabasi_albert,27,10,30,81,3,1,4,0.09310344827586207,2.045977011494253,3,0.13793103448275862,0.3713906763541037,0.18620689655172415,0.012185821476895321,0.11038940835467559,0.4960883665350617,0.004260276836249743,0.06527079619745528,0.037356321839080456,0.0030835565453374036,0.05552978070672892,0.025258975450546332,7.03245138402416e-05,0.00838597125205194,0.49424,33.96701097488403,2466.336457825033
RNN_RELU,barabasi_albert,28,11,35,96,3,1,4,0.08067226890756303,2.1865546218487393,3.2285714285714286,0.18151260504201683,0.42604296149803583,0.16134453781512606,0.006481346864005118,0.08050681253164305,0.46357065834242317,0.003186005549283661,0.056444712323508756,0.03595620066208301,0.0016700120218849355,0.04086578057354265,0.022776610644257702,5.038788288322354e-05,0.007098442285686596,0.904,12.489601641893387,2922.203784709098
RNN_RELU,barabasi_albert,29,13,49,180,4,6,4,0.07653061224489796,2.0858843537414966,2.979591836734694,0.10374149659863946,0.3220892680587782,0.15306122448979592,0.007388437145691609,0.08595601867054807,0.48498747910821033,0.0030002941904847787,0.05477494126409246,0.02310392242003184,0.0009324796406910342,0.030536529611123697,0.01158824640967498,1.3114550884048622e-05,0.00362140178439905,0.88784,15.165444664657116,4633.480748035014
RNN_RELU,barabasi_albert,30,4,17,16,1,3,6,0.058823529411764705,3.014705882352941,4.647058823529412,0.7426470588235294,0.8617697249402124,0.11764705882352941,0.008731617647058822,0.09344312519955024,0.3489986876473216,0.0071595703923436295,0.08461424461840707,0.13431372549019607,0.049677798202614386,0.22288516819791843,0.18841911764705882,0.009262363033448672,0.09624117119740735,0.49424,33.971776485443115,357.22299669194035
RNN_RELU,barabasi_albert,31,11,43,156,4,3,4,0.08637873754152824,1.9811738648947952,2.9767441860465116,0.11849390919158362,0.3442294426564695,0.17275747508305647,0.01660439000258649,0.1288580226551164,0.5120670835468047,0.004409846169589537,0.06640667262850576,0.023931069875482807,0.002432074341193221,0.04931606575136769,0.012699832467274326,3.691079270174738e-05,0.006075425310358723,0.93376,14.454407058656216,3468.1327461278997
RNN_RELU,barabasi_albert,32,7,26,48,2,1,4,0.07384615384615385,2.335384615384615,3.4615384615384617,0.3384615384615385,0.5817744738827396,0.1476923076923077,0.008802461538461537,0.0938214343231947,0.4367393314343208,0.004425665893295462,0.06652567845047101,0.05564102564102564,0.007184342752873229,0.08476050231607425,0.04865384615384615,0.0003711224526908416,0.019264538735480837,0.89072,13.001854449510574,1356.9741250858642
RNN_RELU,barabasi_albert,33,10,45,164,4,3,3,0.08282828282828283,2.0444444444444443,2.933333333333333,0.06363636363636363,0.2522624895547565,0.16565656565656567,0.008678207696802739,0.09315689827813471,0.4950068924605992,0.0032173501183441616,0.056721690016643206,0.024289405684754524,0.001112135018099606,0.03334868840148899,0.012466124661246612,1.526798740469395e-05,0.003907427210415307,0.99872,0.4993320654029958,2872.0368612371385
RNN_RELU,barabasi_albert,34,3,10,9,1,1,3,0.1,1.9555555555555555,2.8,0.17777777777777776,0.4216370213557839,0.19999999999999998,0.059807956104252394,0.2445566521365804,0.53375,0.018682291666666666,0.13668317989667444,0.11944444444444444,0.09465877914951988,0.30766666889593336,0.21728395061728395,0.0026886145404663928,0.05185185185185186,0.50576,33.96198034286499,241.3653610390611
RNN_RELU,barabasi_albert,35,11,38,105,3,3,4,0.07467994310099574,2.193456614509246,3.1052631578947367,0.1507823613086771,0.3883070451442738,0.14935988620199148,0.007452148623191645,0.0863258282508291,0.4624951350753319,0.0034757742769270543,0.05895569757815655,0.03315157262525684,0.0020568256422063558,0.045352239660311766,0.020890062995326152,5.10139363428646e-05,0.007142404101061812,0.99664,0.723389690509066,3001.73563221097
RNN_RELU,barabasi_albert,36,4,12,11,1,1,5,0.08333333333333333,2.484848484848485,4.083333333333333,0.44696969696969696,0.6685579234215214,0.16666666666666666,0.023791635361883296,0.15424537387514511,0.42376665409753644,0.011204122704332728,0.10584952859759333,0.1484848484848485,0.06983220636113197,0.26425784068052166,0.22589531680440772,0.007596627431338175,0.08715863371656404,0.49424,33.96713590621948,352.31723831617273
RNN_RELU,barabasi_albert,37,5,12,11,1,1,5,0.08333333333333333,2.712121212121212,4.333333333333333,0.6060606060606061,0.778498944161523,0.16666666666666669,0.014775857751064365,0.12155598607664028,0.3862728389411875,0.008282976829776176,0.09101086105392134,0.1712121212121212,0.0690282995241673,0.26273237243279957,0.24655647382920112,0.015798480674513733,0.12569200720218343,0.50576,33.96402072906494,475.2019797130488
