mode,prune,epoch,train_loss,train_acc,test_loss,test_acc,time
gru,0,43,0.00045014421147016037,1.0,0.00011104643346016019,1.0,46.2341096490004
gru,0,44,0.0002956986427307129,1.0,9.582936763763428e-05,1.0,45.98799842100016
gru,0,45,0.0002831071615219116,1.0,9.498000144958496e-05,1.0,45.79418359400006
gru,0,46,0.0002203504244562282,1.0,5.1212310793857796e-05,1.0,45.84141856499991
gru,0,47,4.6759843826293945e-05,1.0,2.2798776626586914e-06,1.0,45.862219502000244
gru,0,48,3.635883331298828e-06,1.0,1.2516975402832031e-06,1.0,46.05314687799955
gru,0,49,1.5944242477416992e-06,1.0,5.364418029785156e-07,1.0,45.68179682099981
gru,0,50,1.3560056686401367e-06,1.0,5.811452865600586e-07,1.0,45.9006204010002
gru_prune,10,0,0.0,0.0,3.5762786865234375e-07,1.0,4.021356979999837
gru_prune,10,1,0.0,1.0,0.0,1.0,45.76733868600013
gru_prune,10,2,0.0,1.0,0.0,1.0,45.585924131999946
gru_prune,10,3,0.0,1.0,0.0,1.0,46.00889211900039
gru_prune,10,4,0.0,1.0,0.0,1.0,45.735711876000096
gru_prune,10,5,0.0,1.0,0.0,1.0,45.91219733299977
gru_prune,10,6,0.0,1.0,0.0,1.0,46.01565667399973
gru_prune,10,7,0.0,1.0,0.0,1.0,46.017432590000226
gru_prune,10,8,0.0,1.0,0.0,1.0,45.742341202999796
gru_prune,10,9,0.0,1.0,0.0,1.0,45.81500283200012
gru_prune,10,10,0.0,1.0,0.0,1.0,45.661355174000164
gru_prune,20,0,0.0,0.0,5.21540641784668e-07,1.0,4.039763235999999
gru_prune,20,1,0.0,1.0,0.0,1.0,45.58031924399984
gru_prune,20,2,0.0,1.0,0.0,1.0,46.419915071000105
gru_prune,20,3,0.0,1.0,0.0,1.0,46.029962838999836
gru_prune,20,4,0.0,1.0,0.0,1.0,46.06258374399977
gru_prune,20,5,0.0,1.0,0.0,1.0,46.04565803499963
gru_prune,20,6,0.0,1.0,0.0,1.0,45.89651201200013
gru_prune,20,7,0.0,1.0,0.0,1.0,45.780830251000225
gru_prune,20,8,0.0,1.0,0.0,1.0,46.10081177600023
gru_prune,20,9,0.0,1.0,0.0,1.0,45.78354841200007
gru_prune,20,10,0.0,1.0,0.0,1.0,45.87549921200025
gru_prune,30,0,0.0,0.0,8.106231689453125e-06,1.0,4.062917913000092
gru_prune,30,1,2.9802322387695312e-08,1.0,0.0,1.0,45.81853278699964
gru_prune,30,2,0.0,1.0,0.0,1.0,45.84193312199977
gru_prune,30,3,0.0,1.0,0.0,1.0,45.678735364000204
gru_prune,30,4,0.0,1.0,0.0,1.0,45.49184802300033
gru_prune,30,5,0.0,1.0,0.0,1.0,45.89479100599965
