mode,prune,epoch,train_loss,train_acc,test_loss,test_acc,time
rnn_tanh,0,1,194.6785519234836,0.8538133333333333,44.22699776478112,0.91616,32.75275280799906
rnn_tanh,0,2,113.33908747509122,0.9345066666666667,62.04360263608396,0.91488,32.29355097900043
rnn_tanh,0,3,402.3184711448848,0.51248,135.81158673763275,0.50576,31.37995264300116
rnn_tanh,0,4,406.8604983687401,0.50304,135.8161365389824,0.51216,32.1581328100001
rnn_tanh,0,5,359.5828460082412,0.5973866666666666,73.06304760277271,0.87328,30.501285477999772
rnn_tanh,0,6,120.06930471211672,0.9383466666666667,38.6639075614512,0.93472,31.42566763600189
rnn_tanh,0,7,115.12409362569451,0.93984,40.26614950224757,0.93648,30.55893080700116
rnn_tanh,0,8,119.18600307777524,0.9370133333333334,41.230566155165434,0.93568,31.349628217998543
rnn_tanh,0,9,112.90583929792047,0.9401066666666666,39.689771585166454,0.9368,30.422813902998314
rnn_tanh,0,10,107.91663691401482,0.94032,37.757192462682724,0.93696,31.48816734599677
rnn_tanh,0,11,106.26765828579664,0.9382933333333333,34.97179303690791,0.93712,30.077950610997505
rnn_tanh,0,12,104.49434397742152,0.9397333333333333,36.29325558245182,0.93648,31.118524711000646
rnn_tanh,0,13,102.87263336405158,0.9403733333333333,34.76317981816828,0.93728,31.60919039199871
rnn_tanh,0,14,102.1815458573401,0.94064,37.202101740054786,0.93728,32.33778075000009
rnn_tanh,0,15,115.92999237403274,0.93904,40.07959431037307,0.93696,30.539815771000576
rnn_tanh,0,16,113.91367641091347,0.94032,40.39771145954728,0.93696,31.287552591998974
rnn_tanh,0,17,114.58021241426468,0.9404266666666666,40.876145001500845,0.93696,29.94611714399798
rnn_tanh,0,18,114.5843143761158,0.93952,42.8274472206831,0.93728,31.146915022996836
rnn_tanh,0,19,109.17226025089622,0.94064,36.33428290858865,0.93728,30.133783264001977
rnn_tanh,0,20,103.95857946015894,0.9400533333333333,35.42870517075062,0.93728,31.071559345000423
rnn_tanh,0,21,101.88606663420796,0.9405866666666667,35.372063387185335,0.93728,29.695536749000894
